"YTG_START","QTR_START","T_ELAPSED","TOT_YDS","FIRST_DOWNS","NPLAYS","POINTS","PLAYS_PER_1STDOWN","FG","TD","INT","FUMBLE","BLITZ_PER_PLAY","YDS_PER_PLAY","CARRY","ATT"
49,3,80,23,1,3,0,1.5,0,0,0,1,0.33,7.67,6,8.5
80,3,84,-1,0,3,0,3,0,0,0,0,0,-0.33,2,0
93,3,392,93,5,12,7,2,0,1,0,0,0.25,7.75,3,12.5
90,4,149,90,5,11,7,1.8,0,1,0,0,0.09,8.18,9.5,7.89
1,4,5,1,1,1,8,0.5,0,1,0,0,0,1,1,0
87,4,66,-2,0,2,0,2,0,0,0,0,0,-1,-1,0
26,3,140,23,1,5,0,2.5,0,0,0,1,0,5.6,7,0
80,4,436,76,6,14,3,2,1,0,0,0,0.29,5.36,4.86,6.83
80,1,342,80,4,10,7,2,0,1,0,0,0.3,17,3.17,16.5
63,3,111,1,0,3,0,3,0,0,0,0,0.33,0.33,4,0
72,4,71,-7,1,7,0,3.5,0,0,0,0,0.29,2.57,0,5.67
84,2,355,84,7,14,7,1.8,0,1,0,0,0.43,4.93,2.5,8.17
19,4,100,1,0,4,3,4,1,0,0,0,0,1.5,2,0
68,1,210,33,2,8,0,2.7,0,0,0,0,0.25,4.13,3.5,4.75
92,4,35,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
42,4,112,3,0,3,0,3,0,0,0,0,0,1,1,0
50,4,117,14,2,4,0,1.3,0,0,1,0,0.5,13.25,5.5,21
66,4,19,0,0,1,0,1,0,0,1,0,0,22,0,22
74,1,129,-19,0,3,0,3,0,0,0,0,0,21.67,0,74
77,3,146,13,1,4,0,2,0,0,1,0,0,24.5,6.67,39
61,3,272,51,4,8,0,1.6,0,0,1,0,0.38,9.13,6,10.67
62,4,314,62,5,8,0,1.3,0,1,0,0,0,7.5,5.43,11
76,3,202,26,2,7,0,2.3,0,0,0,0,0,1.29,2,4.6
67,1,329,67,4,9,7,1.8,0,1,0,0,0.33,7.44,7.29,8
71,1,139,20,1,5,0,2.5,0,0,0,0,0,4,5.33,2
80,4,203,50,2,8,3,2.7,1,0,0,0,0.13,6.25,4,8.4
82,4,112,1,0,3,0,3,0,0,0,0,0.67,2,-1,3.5
68,3,306,68,5,9,7,1.5,0,1,0,0,0.44,7,0.67,8.71
75,4,19,-2,0,1,0,1,0,0,0,1,0,-2,-2,0
80,3,104,27,1,5,0,2.5,0,0,0,0,0.2,5.4,0,6.75
65,1,56,-13,0,3,0,3,0,0,0,0,0,-2.67,0,0
56,3,282,56,4,9,7,1.8,0,1,0,0,0.44,6.22,4.5,7.6
4,2,51,-1,0,4,3,4,1,0,0,0,0.5,-0.25,-1,0
79,3,166,42,3,6,0,1.5,0,0,1,0,0,7.33,-1,7.5
80,2,78,16,1,4,0,2,0,0,1,0,0,8.5,2,8
98,3,123,47,1,4,0,2,0,0,0,0,0.25,11.75,15.67,0
42,2,20,42,2,3,7,1,0,1,0,0,0,14,0,14
60,4,140,9,0,3,0,3,0,0,0,0,0,3,3,0
85,1,238,35,2,7,0,2.3,0,0,0,0,0.43,6.43,3.5,7.6
74,4,99,2,0,3,0,3,0,0,1,0,0,3.67,-1,6
68,1,283,68,4,9,7,1.8,0,1,0,0,0.44,8.67,4,11
55,4,117,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
62,3,113,54,1,3,0,1.5,0,0,0,1,0,18,0,54
84,3,51,-3,0,3,0,3,0,0,0,0,0,-1,-3,0
18,2,36,1,0,2,0,2,0,0,1,0,0,4.5,1,8
58,1,92,58,2,3,7,1,0,1,0,0,0,19.33,3,27.5
68,1,305,68,4,11,7,2.2,0,1,0,0,0.09,7.55,4,10.5
80,1,122,3,0,3,0,3,0,0,0,0,0,1,4,4
74,1,286,74,4,8,7,1.6,0,1,0,0,0,9.25,8.14,17
75,1,207,26,2,8,0,2.7,0,0,0,0,1,3.25,4,3
57,4,59,2,0,3,0,3,0,0,0,0,0.33,0.67,2,0
90,1,151,35,2,6,0,2,0,0,0,0,0,3.33,3.5,3.25
92,2,270,84,3,10,3,2.5,1,0,0,0,0.3,7.6,5,11.5
77,2,64,7,0,3,0,3,0,0,0,0,0,2.33,0,2.33
74,2,117,-3,0,3,0,3,0,0,0,0,0.33,-1,0,10
80,1,488,56,4,14,3,2.8,1,0,0,0,0.14,5.5,5.14,5.13
61,2,94,55,4,9,0,1.8,0,0,1,0,0.22,5.89,2,6.38
71,2,100,9,0,3,0,3,0,0,0,0,0,3.67,2.75,0
73,3,203,23,1,6,0,3,0,0,0,0,0.33,3.83,0,5.75
99,4,184,99,3,5,7,1.3,0,1,0,0,0,19.8,1,32.33
72,2,83,-2,0,3,0,3,0,0,0,0,0.33,-0.67,-2,0
84,2,60,4,0,3,0,3,0,0,0,0,0,1.33,4,0
60,2,102,2,0,3,0,3,0,0,0,0,0.33,2.33,0,3.5
78,2,161,7,0,3,0,3,0,0,0,0,0,4,3.5,5
53,2,235,53,4,9,7,1.8,0,1,0,0,0.44,7.56,3.67,9.5
71,4,390,67,5,15,3,2.5,1,0,0,0,0.27,4.13,2.22,8.4
72,4,225,72,4,8,0,1.6,0,1,0,0,0.38,9,1,10.14
78,2,34,-5,0,2,0,2,0,0,0,0,0,-2.5,0,0
75,4,181,13,1,6,0,3,0,0,0,0,0.17,2.17,4.5,3.33
79,4,104,3,0,3,0,3,0,0,0,0,0.33,2.67,3,2.5
62,3,61,5,0,3,0,3,0,0,0,0,0,1.67,5,0
80,1,137,17,1,6,0,3,0,0,0,0,0.17,2,2,2
59,3,205,59,3,7,7,1.8,0,1,0,0,0.29,6.29,1.5,12.67
75,4,217,75,5,8,7,1.3,0,1,0,0,0.13,8.75,4,8.25
74,1,219,20,1,6,0,3,0,0,0,0,0,4.17,4,4.5
39,4,275,30,1,7,3,3.5,1,0,0,0,0,5,7.75,2
80,4,49,4,0,3,0,3,0,0,0,0,0,1.33,0,1.33
81,1,134,6,0,3,0,3,0,0,0,0,0.33,2,2,0
74,4,64,-2,0,3,0,3,0,0,0,0,0,-0.67,-2,0
74,1,96,9,0,3,0,3,0,0,0,0,0,3,3,3
88,3,102,6,0,3,0,3,0,0,0,0,0,2,1,2.5
89,3,82,-7,0,3,0,3,0,0,0,0,0,-2.33,0,0
74,3,298,74,5,11,7,1.8,0,1,0,0,0.36,6.73,2,9.43
82,4,240,22,1,6,0,3,0,0,0,0,0,3.67,2.5,12
45,1,174,16,1,5,0,2.5,0,0,1,0,0.2,3.6,3.5,3.67
72,2,111,17,1,4,0,2,0,0,0,0,0.5,4.25,8.5,0
34,1,254,29,2,8,3,2.7,1,0,0,0,0.25,3.63,5.17,-2
35,1,144,35,4,4,7,0.8,0,1,0,0,0,6.75,0.5,6.5
77,3,141,42,1,5,0,2.5,0,0,1,0,0.2,11.4,4,16.33
67,4,150,13,1,5,0,2.5,0,0,0,0,0.2,2.6,3,7
46,1,121,46,2,4,7,1.3,0,1,0,0,0.5,11.5,3,14.33
80,1,314,39,2,9,0,3,0,0,0,0,0.44,5.44,2,8.83
74,2,246,67,3,8,3,2,1,0,0,0,0,8.38,10.8,6.5
90,2,204,71,4,11,3,2.2,1,0,0,0,0.18,5.91,6,5.89
79,4,68,3,0,3,0,3,0,0,0,0,0,1,0,1
70,4,181,25,2,6,0,2,0,0,0,0,0,5.83,8.75,0
58,2,127,-5,0,3,0,3,0,0,0,0,0.33,7,5,11.5
33,4,63,1,0,3,0,3,0,0,0,0,0.33,0.33,0.33,0
80,4,37,-5,0,3,0,3,0,0,1,0,0,3.67,0,8
80,1,141,-12,1,5,0,2.5,0,0,0,0,0,6.6,10.33,0.67
69,1,96,8,0,3,0,3,0,0,0,0,1.67,5.33,1,3
77,1,168,20,1,4,0,2,0,0,0,0,0,5,4.67,6
80,1,204,80,4,8,7,1.6,0,1,0,0,0.38,10,15.5,10
66,2,43,29,0,2,0,2,0,0,0,1,0.5,14.5,9,20
48,2,60,-11,0,3,0,3,0,0,0,0,0.33,-3.67,0,0
66,1,75,7,0,3,0,3,0,0,1,0,0,4.33,2,5.5
80,2,142,17,2,6,0,2,0,0,0,0,0.33,2.83,2,6
32,1,82,7,1,7,3,3.5,1,0,0,0,0.29,0.57,2,0
80,1,134,12,1,4,0,2,0,0,0,0,0.5,3,-4,11
78,2,61,3,0,3,0,3,0,0,0,0,0.33,1,3,0
84,2,68,14,1,6,0,3,0,0,0,0,0.33,-0.17,3,4
66,3,236,27,2,8,0,2.7,0,0,0,0,0.13,3.38,4.33,2.8
80,3,30,-2,0,3,0,3,0,0,1,0,0.33,9,-2,14.5
88,1,131,27,1,4,0,2,0,0,0,0,0,6.75,-4,10.33
80,2,101,12,1,5,0,2.5,0,0,0,0,0.4,2.4,2,2.5
80,1,28,-5,0,3,0,3,0,0,0,0,0.67,0,0,0
68,1,351,68,5,11,7,1.8,0,1,0,0,0.18,6.18,5.75,7.33
88,2,202,24,1,6,0,3,0,0,0,0,0.33,4,1,7
19,4,133,19,2,4,7,1.3,0,1,0,0,0,6.5,3.5,12
46,2,65,24,2,6,3,2,1,0,0,0,0,4,3,5.25
82,2,128,43,2,4,0,1.3,0,0,1,0,0.25,6.5,4,6
72,4,231,72,5,12,7,2,0,1,0,0,0,5.17,0,8.67
67,3,247,62,3,9,3,2.3,1,0,0,0,0.11,6,5.75,6.2
43,4,15,-3,0,2,0,2,0,0,0,1,0,1,1,0
50,4,118,37,1,6,3,3,1,0,0,0,0.17,6.17,0,12.33
77,3,292,41,2,8,0,2.7,0,0,0,0,0.25,5.75,7,4.5
80,4,213,22,2,7,0,2.3,0,0,0,0,0.43,3.14,1.33,4.5
84,2,69,7,0,2,0,2,0,0,0,0,0,3.5,3.5,0
92,4,158,87,3,10,0,2.5,0,0,0,0,0.2,8.2,0,8.2
98,3,233,95,4,10,0,2,0,0,0,1,0.6,7.3,8.25,5.71
80,4,76,32,2,7,0,2.3,0,0,0,0,0.29,3.86,0,3.38
52,4,68,4,0,3,0,3,0,0,0,0,0,1.33,1.33,0
51,1,265,37,2,10,0,3.3,0,0,0,0,0.4,3.7,2.5,5.4
81,4,124,21,1,4,0,2,0,0,0,0,0.25,5.25,2,6.33
47,4,20,12,1,4,3,2,1,0,0,0,0,3,0,4
51,4,277,51,4,11,7,2.2,0,1,0,0,0.09,3.27,4.71,0.6
80,4,263,80,6,9,0,1.3,0,1,0,0,0.44,9.44,8,10.17
34,3,98,34,2,5,7,1.7,0,1,0,0,0.4,6.8,3.5,9
80,3,434,80,5,12,7,2,0,1,0,0,0.25,6.67,4.82,27
82,4,166,62,2,6,0,2,0,0,0,1,0.17,5.33,7,9.5
64,2,121,-6,0,3,0,3,0,0,0,0,0.33,-0.33,4,0
76,2,43,5,0,3,0,3,0,0,0,0,0,1.67,5,0
74,1,213,32,2,7,0,2.3,0,0,0,0,0.43,4.57,0,8
75,4,15,6,0,1,0,1,0,0,0,1,0,6,0,6
88,4,151,42,3,11,0,2.8,0,0,0,1,0,6.91,0,7
74,1,180,74,4,5,7,1,0,1,0,0,0.2,11.4,12,8.25
79,2,294,79,6,11,7,1.6,0,1,0,0,0.18,7.18,6,8.6
80,4,116,28,2,4,0,1.3,0,0,1,0,0.25,12.5,0,18.67
73,1,64,2,0,3,0,3,0,0,0,0,0,0.67,2,0
74,1,117,-10,0,3,0,3,0,0,0,0,1,-3.33,0,0
69,1,201,25,1,5,0,2.5,0,0,0,0,0.4,5,3.33,7.5
86,1,90,6,0,3,0,3,0,0,0,0,0,2,3,0
17,2,72,3,0,4,3,4,1,0,0,0,0,3.25,6.5,0
75,2,226,21,1,5,0,2.5,0,0,0,0,0.4,1.2,1.5,0
62,2,94,0,0,3,0,3,0,0,0,0,0,0,0,2.5
91,2,82,18,2,3,0,1,0,0,1,0,0,22.33,6.5,54
79,2,26,3,0,1,0,1,0,0,0,0,0,3,0,3
61,4,33,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
76,2,61,-1,0,3,0,3,0,0,0,0,0,-0.33,-1,0
80,1,135,15,1,4,0,2,0,0,0,0,0.25,5,3.5,17
84,1,243,62,3,9,3,2.3,1,0,0,0,0.11,6.89,6.5,14
80,2,73,-2,1,5,0,2.5,0,0,0,0,0.2,2.6,4.33,0
81,3,61,18,1,2,0,1,0,0,1,0,0.5,10,0,10
63,2,97,7,0,3,0,3,0,0,0,0,0.67,2.33,4,1.5
57,2,273,36,3,10,3,2.5,1,0,0,0,0.1,3.1,1.67,5.25
59,2,176,34,1,7,3,3.5,1,0,0,0,0.14,8.14,3.67,11.5
74,2,116,3,0,3,0,3,0,0,1,0,0.67,9,2,8.33
88,4,76,88,2,3,7,1,0,1,0,0,0,29.33,29.33,0
80,3,130,27,1,5,0,2.5,0,0,0,0,0.4,5.4,2,7.67
91,3,226,73,4,11,3,2.2,1,0,0,0,0.09,5.27,4.25,6.83
93,3,126,7,1,5,0,2.5,0,0,0,0,0.6,1.4,1,3
86,3,341,86,6,15,8,2.1,0,1,0,0,0.27,5.73,4.25,7.7
36,3,114,36,2,5,7,1.7,0,1,0,0,0.2,7.2,8,9.67
69,3,55,-3,0,3,0,3,0,0,0,0,1,0.67,2,0
78,3,373,48,3,11,3,2.8,1,0,0,0,0.55,4.36,2.25,8.8
80,3,47,5,0,2,0,2,0,0,1,0,0.5,5.5,0,5.5
80,4,61,22,1,5,0,2.5,0,0,0,0,0.4,4.4,0,6.75
71,4,171,41,3,8,0,2,0,0,1,0,0.38,9.5,0,11.71
73,4,102,73,2,4,7,1.3,0,1,0,0,0,18.25,4,23
64,4,131,13,1,4,0,2,0,0,1,0,0.5,11,10,11.33
98,3,313,58,3,8,0,2,0,0,0,0,0.25,7.25,4.67,15
90,4,129,90,5,9,7,1.5,0,1,0,0,0.22,10,0,10
80,4,106,38,3,8,0,2,0,0,0,0,0,4.75,0,4.75
76,4,34,16,1,5,0,2.5,0,0,0,0,0.2,3.2,0,6.75
80,4,95,-5,0,3,0,3,0,0,0,0,0.67,-3.33,-0.25,0
73,1,177,13,2,7,0,2.3,0,0,0,0,0.14,2.29,3.5,3.2
91,2,12,19,0,1,0,1,0,0,0,1,0,19,0,19
74,1,141,10,1,6,0,3,0,0,0,0,0.17,3.33,5.5,2.25
75,4,137,-4,0,3,0,3,0,0,0,0,0.33,2,11,4
69,4,91,69,5,9,7,1.5,0,1,0,0,0.22,7.67,5,9.57
58,2,38,37,2,5,0,1.7,0,0,0,0,0,7.4,0,7.4
18,2,59,2,0,4,3,4,1,0,0,0,0.25,0.5,2,0
81,4,144,81,3,5,7,1.3,0,1,0,0,0.6,18.8,12.8,30
72,3,156,20,1,5,0,2.5,0,0,0,0,0.8,4,-1,7.33
95,3,334,48,4,11,0,2.2,0,0,1,0,0.18,5.36,2.29,7.17
80,4,35,6,0,4,0,4,0,0,0,0,0,1.5,0,3
80,3,306,58,4,12,3,2.4,1,0,0,0,0.08,6.08,2.67,8.13
80,1,337,36,2,9,0,3,0,0,0,0,0.33,4,5.75,2.6
76,2,275,37,4,8,0,1.6,0,0,0,0,0,5.25,6,9.2
57,4,238,34,2,8,3,2.7,1,0,0,0,0.25,4.88,4.5,6
83,4,151,9,0,3,0,3,0,0,0,0,0,4.33,3.25,0
40,4,8,0,0,1,0,1,0,0,1,0,0,12,0,12
90,2,243,90,5,9,7,1.5,0,1,0,0,0.11,10,5.25,13.8
71,1,9,0,0,1,0,1,0,0,0,1,0,0,0,0
75,2,133,10,1,4,0,2,0,0,0,0,0,2.5,8.5,-3.5
89,3,91,89,3,5,7,1.3,0,1,0,0,0,16.8,0,14
29,1,167,11,1,7,3,3.5,1,0,0,0,0.57,1.57,-1,3.25
42,4,133,42,2,4,7,1.3,0,1,0,0,0,10.5,5,16
23,4,123,1,0,4,3,4,1,0,0,0,0,0.25,0.33,0
52,3,28,-11,0,3,0,3,0,0,0,0,0,0,0,0
83,3,150,83,3,6,7,1.5,0,1,0,0,0,13.83,4.5,18.5
75,2,72,-2,0,3,0,3,0,0,0,0,0.33,1,3,0
54,4,111,-3,0,3,0,3,0,0,0,0,0.67,-1,1,0
96,1,133,41,2,5,0,1.7,0,0,1,0,0.2,8.8,10.5,7.67
95,4,386,79,5,12,3,2,1,0,0,0,0,8.08,11,7.5
80,4,24,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
70,3,203,37,2,6,0,2,0,0,1,0,0.17,11.5,1.33,16.25
80,3,254,30,3,9,0,2.3,0,0,0,1,0.22,6.11,4.67,5.86
59,1,239,38,1,8,0,4,0,0,0,0,0,5.25,7,0
50,2,9,0,0,1,0,1,0,0,1,0,0,19,0,19
86,1,95,6,0,3,0,3,0,0,0,0,0,2,2,0
76,3,30,4,0,3,0,3,0,0,0,0,0,1.33,0,1.33
70,1,74,3,0,3,0,3,0,0,0,1,0,2.67,0,2.67
3,3,6,3,1,1,7,0.5,0,1,0,0,0,0,0,0
52,1,276,34,3,9,3,2.3,1,0,0,0,0.22,3.89,1.6,6.75
73,3,179,6,1,6,0,3,0,0,0,0,0.5,3.5,2.5,4
96,3,49,-4,0,3,0,3,0,0,0,0,0,-1.33,0,0
48,3,197,7,1,7,0,3.5,0,0,0,0,0.14,1,1,1
62,4,48,32,1,5,0,2.5,0,0,0,0,0.2,6.4,0,8
80,3,140,17,1,4,0,2,0,0,0,0,0,4.25,5.67,0
80,3,90,3,0,3,0,3,0,0,0,0,0.33,1,1.5,0
59,2,142,59,7,10,7,1.3,0,1,0,0,0.3,3.8,6,3.56
73,4,174,46,2,6,0,2,0,0,0,1,0.17,7.67,7,8.33
78,2,341,35,3,10,0,2.5,0,0,1,0,0.4,4.8,3.2,5.33
64,1,266,64,3,8,7,2,0,1,0,0,0,8,2.6,17
72,4,121,-3,0,3,0,3,0,0,0,0,0.67,0.67,0.67,0
82,4,101,2,0,4,0,4,0,0,0,0,0,0.5,0.5,0
90,1,158,17,1,5,0,2.5,0,0,0,0,0.2,3.4,4.25,0
70,4,63,-2,0,3,0,3,0,0,0,0,0,-0.67,-0.67,0
70,4,68,70,4,8,7,1.6,0,1,0,0,0.13,8.75,0,8.75
95,1,92,8,0,3,0,3,0,0,0,0,0.67,2.67,4,0
80,1,303,36,2,7,0,2.3,0,0,0,0,0.29,5.14,2,12.67
79,2,148,43,4,11,0,2.2,0,0,0,0,0.27,5.73,0.5,7.75
79,3,425,67,6,15,3,2.1,1,0,0,0,0.07,4.8,7.5,4.56
89,1,106,9,0,3,0,3,0,0,0,0,0.67,3,3,3
98,3,61,-1,0,3,0,3,0,0,0,0,0,-0.33,-1,0
65,4,249,57,3,11,3,2.8,1,0,0,0,0.09,5.18,2.67,10.25
53,1,50,4,0,3,0,3,0,0,0,0,0,1.33,4,0
77,3,155,0,1,4,0,2,0,0,0,0,0.25,0,-1,12
72,4,182,72,3,8,7,2,0,1,0,0,0.38,9,5.75,12.25
80,1,206,23,2,6,0,2,0,0,0,0,0.67,3.83,4,3.67
75,1,143,15,1,4,0,2,0,0,0,0,0,6.25,4,7
86,3,220,38,2,6,0,2,0,0,0,0,0,6.33,3,9.67
54,4,226,54,4,9,7,1.8,0,1,0,0,0.22,5.44,0,7.13
80,2,466,68,5,18,3,3,1,0,0,0,0.06,3.67,4.13,4.44
65,1,92,9,0,3,0,3,0,0,1,0,0.33,9,4.5,18
51,1,159,26,2,7,3,2.3,1,0,0,0,0.29,3.71,7,3
74,1,150,-11,0,3,0,3,0,0,0,0,0.67,-4,3.5,0
70,1,231,3,1,6,0,3,0,0,0,0,0.33,5.5,4.25,5.33
66,4,157,21,1,5,0,2.5,0,0,0,0,0.2,1.2,2,5
41,1,114,9,0,4,0,4,0,0,0,0,0.75,8.5,0,8.5
80,2,157,10,1,6,0,3,0,0,0,0,0.17,1.67,3.33,0
75,2,81,1,0,3,0,3,0,0,0,0,0.33,0.33,0,2.5
80,1,287,45,3,8,0,2,0,0,1,0,0.25,4.88,6.17,1
80,2,444,67,5,16,0,2.7,0,0,0,0,0.5,3.88,3.57,4.11
76,4,103,6,0,3,0,3,0,0,0,0,0,2,3,0
80,3,155,29,2,6,0,2,0,0,0,0,0.33,4.83,6,2.5
59,2,120,19,1,5,0,2.5,0,0,0,0,0.2,3.8,-1,5
74,4,83,-3,0,2,0,2,0,0,0,1,0,9.5,7,5
89,3,377,41,3,10,0,2.5,0,0,0,0,0.6,3.6,4.5,14
80,4,94,51,1,5,3,2.5,1,0,0,0,0.2,10.2,0,17
51,4,285,31,2,8,3,2.7,1,0,0,0,0.25,3.88,4.17,6
31,4,60,2,0,3,0,3,0,0,0,1,0,2.33,2.33,0
65,4,6,23,1,1,0,0.5,0,0,0,0,0,23,0,23
79,2,63,16,1,4,0,2,0,0,0,0,0,4,0,4
94,1,97,31,2,5,0,1.7,0,0,0,1,0,6.2,0,10.33
80,3,242,24,1,5,0,2.5,0,0,0,0,0,7.6,6,8
87,4,105,58,3,8,3,2,1,0,0,0,0,7.88,0,9
77,4,68,-1,0,3,0,3,0,0,0,0,0,-0.33,-0.5,0
57,4,141,27,2,6,0,2,0,0,1,0,0,5.83,1,6.8
90,2,382,90,6,11,7,1.6,0,1,0,0,0.36,7.73,5.6,8.14
80,3,163,-3,1,4,0,2,0,0,0,0,0.25,3.5,7,9.5
73,1,426,73,6,14,7,2,0,1,0,0,0.14,5.14,1.5,11.4
80,3,484,74,4,14,3,2.8,1,0,0,0,0.29,5.29,4,7.67
64,1,200,50,2,8,3,2.7,1,0,0,0,0.25,6.5,0.33,12.75
53,1,209,15,1,5,0,2.5,0,0,0,0,0,4,4,4
75,2,104,8,0,3,0,3,0,0,0,0,0,2.67,4,0
61,4,237,40,2,8,3,2.7,1,0,0,0,0.38,5,1.33,9
75,2,56,40,2,9,3,3,1,0,0,0,0.11,4.44,12.5,2.5
80,1,225,73,5,11,3,1.8,1,0,0,0,0.18,8.36,7,10.67
74,2,179,74,3,6,7,1.5,0,1,0,0,0.17,12.33,19.33,5.33
88,2,213,23,1,6,0,3,0,0,0,1,0.5,3.83,1,10.5
80,2,41,7,0,2,0,2,0,0,0,0,0,3.5,3.5,0
80,2,36,80,4,3,7,0.6,0,1,0,0,0,12,10,8
69,2,69,-4,0,3,0,3,0,0,0,0,0.33,-1.33,4,0
72,2,110,5,0,3,0,3,0,0,0,0,0,1.67,1,3
80,3,312,65,4,11,3,2.2,1,0,0,0,0.18,5.91,8.67,3.25
85,1,158,5,1,5,0,2.5,0,0,0,1,0.6,1,4,4
7,3,46,7,1,2,7,1,0,1,0,0,0,3.5,3.5,0
80,2,130,40,2,9,0,3,0,0,0,0,0.56,4.44,0,5.88
14,4,105,14,2,4,7,1.3,0,1,0,0,0,4.25,3.4,0
79,4,43,6,0,4,0,4,0,0,0,0,0,1.5,0,4
80,3,86,-6,0,3,0,3,0,0,0,0,0.33,-2,2,0
81,2,153,81,4,5,7,1,0,1,0,0,0,16.2,18.5,7
21,1,143,6,1,4,0,2,0,0,1,0,0.25,9.5,3.75,23
75,3,70,-2,0,3,0,3,0,0,0,0,0,-0.67,-2,0
73,1,167,3,1,5,0,2.5,0,0,0,0,0.2,0.6,4,0
80,4,434,80,6,11,7,1.6,0,1,0,0,0,5.36,4.11,11
80,2,87,2,1,3,0,1.5,0,0,1,0,0.67,4.67,0,7.33
75,3,176,75,3,7,7,1.8,0,1,0,0,0,10.71,0.5,14.8
79,2,52,-5,0,3,0,3,0,0,0,0,0,-1.67,0,0
63,3,155,14,1,4,0,2,0,0,0,0,0,3.5,4.67,0
77,1,201,-11,1,5,0,2.5,0,0,0,0,0.2,-2.2,4.5,7
78,1,162,23,1,6,0,3,0,0,0,0,0.17,3.83,3,4.25
80,3,249,80,6,12,7,1.7,0,1,0,0,0.08,6.67,2.5,7.5
70,1,90,-5,0,3,0,3,0,0,0,0,0.33,0,1,-0.5
87,3,53,6,0,3,0,3,0,0,0,0,0.33,2,6,0
70,4,233,20,1,5,0,2.5,0,0,0,0,0,4,1,6
73,1,133,4,0,3,0,3,0,0,0,0,0,1.33,2,1
84,3,248,59,2,10,3,3.3,1,0,0,0,0.3,5.9,4.75,8
80,1,101,36,1,4,0,2,0,0,0,0,0,9,-6,14
84,1,80,3,0,3,0,3,0,0,0,0,0.33,1,-3,3
66,4,405,44,3,10,3,2.5,1,0,0,0,0.3,6,6.29,5.33
68,4,298,46,3,10,3,2.5,1,0,0,0,0.2,4.6,6.57,0
65,2,176,35,2,5,0,1.7,0,0,1,0,0.2,10.4,5.33,18
80,3,110,7,0,3,0,3,0,0,0,0,0,2.33,5,10
65,3,254,25,2,7,0,2.3,0,0,0,0,0,3.57,0.67,8.33
80,4,209,25,1,7,0,3.5,0,0,0,0,0.29,4.29,2,6
93,3,222,32,2,7,0,2.3,0,0,0,0,0.29,3.29,2.2,4
92,2,49,7,0,3,0,3,0,0,0,0,0,3,7,0.67
80,4,48,5,1,3,0,1.5,0,0,0,0,1,-2,0,0
75,2,114,75,3,4,7,1,0,1,0,0,0.25,18.75,18.75,0
78,1,347,29,2,8,0,2.7,0,0,0,0,0.25,5.25,4.2,8.33
84,4,39,37,2,6,0,2,0,0,0,0,0,6.17,0,10
85,4,60,3,0,3,0,3,0,0,0,0,0,1,3,0
73,1,96,-4,0,3,0,3,0,0,0,0,0,-1.33,-1,0
80,4,60,2,0,3,0,3,0,0,0,0,1,0.67,2,0
57,3,225,45,3,9,3,2.3,1,0,0,0,0.22,5,3.25,8
72,3,90,7,0,3,0,3,0,0,0,0,0,-1,2,0
70,4,185,21,1,6,0,3,0,0,0,0,0,4.33,15,2
42,4,97,32,1,6,3,3,1,0,0,0,0.17,5.33,1.25,13.5
67,4,123,29,1,6,0,3,0,0,0,0,0,4.83,2.2,18
80,4,188,33,1,4,0,2,0,0,0,0,0,8.25,3.5,13
82,2,117,15,1,4,0,2,0,0,0,0,0.25,3.75,0,6.67
78,2,121,9,0,3,0,3,0,0,0,0,0.33,4.67,2,6
95,3,295,48,3,7,0,1.8,0,0,0,0,0.14,9.71,3.5,8.71
81,2,35,7,0,1,0,1,0,0,0,0,0,7,7,0
79,1,236,74,3,9,3,2.3,1,0,0,0,0,8.22,6.5,10.17
92,4,203,18,1,4,0,2,0,0,0,0,0.25,5.75,5.5,6
76,4,71,-2,0,3,0,3,0,0,0,0,0,-0.67,4,0
35,3,32,35,1,2,7,1,0,1,0,0,0,17.5,4,31
78,1,63,3,0,3,0,3,0,0,0,0,0,1,3,0
90,1,284,12,2,7,0,2.3,0,0,0,0,0,5.29,4.2,8
68,2,325,56,5,15,3,2.5,1,0,0,0,0.33,3.73,3.83,4.13
60,4,172,9,1,5,0,2.5,0,0,0,0,0.2,0.4,1.33,0
60,3,168,21,1,6,0,3,0,0,0,0,0.17,5.17,1.25,8.67
90,1,32,3,0,2,0,2,0,0,0,1,0,1.5,1.5,0
68,4,158,15,1,4,0,2,0,0,0,0,0,3.75,3.75,0
21,1,33,21,2,2,7,0.7,0,1,0,0,0,10.5,18,3
80,4,5,9,0,1,0,1,0,0,0,0,0,9,0,9
41,3,126,19,1,5,0,2.5,0,0,0,0,0,3.8,6.33,0
93,2,399,93,7,13,7,1.6,0,1,0,0,0.23,6.46,3.5,9.33
69,4,56,-2,0,4,0,4,0,0,0,0,0.25,2,8,0
80,3,196,30,2,6,0,2,0,0,0,0,0.33,5.83,2.5,12
80,2,261,80,3,7,7,1.8,0,1,0,0,0,11.43,2.33,18.25
90,3,226,35,3,7,0,1.8,0,0,0,0,0.14,5,5.67,4.5
80,1,210,80,5,8,7,1.3,0,1,0,0,0.25,7.75,2.5,9.5
70,4,177,26,1,7,0,3.5,0,0,0,0,0.43,3.71,0,3.71
87,4,173,23,2,6,0,2,0,0,0,0,0,15,2,21
77,3,340,43,3,9,3,2.3,1,0,0,0,0,5.33,6.67,11.67
