"YTG_START","QTR_START","T_ELAPSED","TOT_YDS","FIRST_DOWNS","NPLAYS","POINTS","PLAYS_PER_1STDOWN","FG","TD","INT","FUMBLE","BLITZ_PER_PLAY","YDS_PER_PLAY","CARRY","ATT"
78,1,89,6,0,3,0,3,0,0,0,0,0.33,4,2,2
76,1,101,5,1,4,0,2,0,0,0,0,0.25,3.75,7.5,0
66,2,75,1,0,3,0,3,0,0,0,0,0,0.33,0.5,0
65,3,217,52,3,10,3,2.5,1,0,0,0,0.2,5.2,4,6.29
83,3,263,18,1,6,0,3,0,0,0,0,0.33,2.17,1.4,6
91,4,324,74,4,11,3,2.2,1,0,0,0,0.18,6.73,8,10
80,2,116,-2,0,3,0,3,0,0,0,0,0.33,-0.67,5,0
80,1,101,5,0,3,0,3,0,0,0,0,0.67,3.33,2.5,1.25
30,3,294,23,2,9,3,3,1,0,0,0,0.22,3.67,4,4.2
41,4,121,4,0,3,0,3,0,0,0,0,0,7.67,5.75,0
77,4,33,9,0,3,0,3,0,0,0,0,0,3,4.5,0
70,4,41,20,1,3,0,1.5,0,0,1,0,0,15.33,0,11.5
66,3,217,66,4,7,7,1.4,0,1,0,0,0,9.86,0.67,13.4
72,1,212,71,4,7,0,1.4,0,0,0,1,0.43,7.29,2.25,10.5
59,4,97,22,1,3,0,1.5,0,0,0,0,0,7.33,7.33,0
69,4,78,13,1,5,0,2.5,0,0,0,0,0,2.6,0,5
73,1,267,48,4,13,3,2.6,1,0,0,0,0.15,3.69,3.8,4.14
50,4,163,34,1,5,3,2.5,1,0,0,0,0.2,6.8,1,11
55,4,81,-10,0,3,0,3,0,0,0,0,0,-3.33,-3.33,0
80,4,338,43,3,11,3,2.8,1,0,0,0,0.18,3.91,2.5,4.75
80,4,223,60,3,6,0,1.5,0,0,1,0,0,13.33,15,17.67
71,3,66,20,0,3,0,3,0,0,0,1,0.33,6.67,-1,10.5
78,3,397,74,4,11,0,2.2,0,0,0,0,0,7.18,2.75,9.71
80,3,79,-3,0,3,0,3,0,0,0,0,0.67,-1,0,3
68,4,316,68,5,12,8,2,0,1,0,0,0.33,6.08,2.83,9.33
46,4,54,-2,0,2,0,2,0,0,0,0,0,-1,-1,0
83,4,262,15,1,6,0,3,0,0,0,0,0.33,2.5,1.33,7.5
60,1,292,48,3,8,3,2,1,0,0,0,0.13,7.38,1.5,9.33
90,2,221,26,2,7,0,2.3,0,0,0,0,0.29,4.43,2.67,9.33
82,3,527,75,5,15,0,2.5,0,0,0,0,0.13,5.67,4.2,7.44
79,3,103,7,0,3,0,3,0,0,0,0,0,2.33,3.5,0
80,3,9,0,0,1,0,1,0,0,1,0,0,135,0,15
62,3,102,5,0,3,0,3,0,0,0,0,0,1.67,2.5,0
67,3,162,44,2,8,3,2.7,1,0,0,0,0.25,5.5,10,3.5
78,1,149,-11,0,3,0,3,0,0,0,0,0.67,-2,3,3
68,1,62,1,0,2,0,2,0,0,1,0,0,3,1,5
60,1,344,33,3,10,3,2.5,1,0,0,0,0.1,6.2,4.5,7.33
40,4,149,-7,0,3,0,3,0,0,0,0,0,2.67,2.67,0
80,3,113,12,1,4,0,2,0,0,0,1,0.5,3,1.5,4.5
90,3,129,2,0,3,0,3,0,0,0,0,0,0.67,0.67,0
14,1,58,4,0,4,3,4,1,0,0,0,0.25,1,0,1.33
92,1,197,59,2,8,3,2.7,1,0,0,0,0.13,7.38,12.33,5.5
47,4,112,-3,0,3,0,3,0,0,0,0,0,-1,-1,0
89,1,91,-2,0,3,0,3,0,0,0,0,0.33,-0.67,-1,0
65,1,83,4,0,3,0,3,0,0,0,0,0,6.33,5,4.67
83,3,320,66,5,15,0,2.5,0,0,0,1,0.27,4.07,4.33,3.89
88,2,138,32,3,6,0,1.5,0,0,0,0,0.33,5,7,3.2
32,4,10,32,1,1,7,0.5,0,1,0,0,0,32,0,32
65,1,217,34,2,7,3,2.3,1,0,0,0,0.14,4.86,6.8,0
54,2,298,51,3,10,3,2.5,1,0,0,0,0,5.1,8.75,3.2
80,4,209,73,3,7,0,1.8,0,0,1,0,0.43,11.57,10,12.75
86,2,104,51,4,10,3,2,1,0,0,0,0.4,5.1,7.5,5.14
98,4,98,7,0,3,0,3,0,0,0,0,0.33,2.33,3.5,0
80,1,88,0,0,3,0,3,0,0,0,0,0,0,1,0
80,2,90,11,1,5,0,2.5,0,0,0,0,0.2,2.2,2,2.25
72,3,209,23,1,5,0,2.5,0,0,0,0,0.4,5.8,4,13
85,1,118,4,0,3,0,3,0,0,0,0,0,1.33,5,4
95,4,141,95,7,12,8,1.5,0,1,0,0,0.25,7.92,8,7.91
71,2,300,71,5,10,7,1.7,0,1,0,0,0.4,5.6,2,6.86
85,2,116,15,1,6,0,3,0,0,0,0,0.33,2.5,8.5,3
56,4,220,20,2,6,0,2,0,0,0,0,0,3.33,3.33,0
80,3,49,-8,0,3,0,3,0,0,0,0,0,-2.67,0,0
86,1,284,46,3,9,0,2.3,0,0,0,1,0.11,5.67,5.25,6
94,4,88,-4,1,4,0,2,0,0,0,0,0.5,-0.25,-0.33,0
77,2,93,-8,0,3,0,3,0,0,0,0,0,-2.67,0,0
87,2,257,38,4,11,0,2.2,0,0,0,1,0.45,3,3.67,4.25
86,4,7,0,0,1,0,1,0,0,0,0,0,0,0,0
44,1,95,6,0,3,0,3,0,0,0,0,0.33,2,3,0
81,3,358,77,4,12,3,2.4,1,0,0,0,0.33,6.17,3,10.43
81,1,202,26,1,6,0,3,0,0,0,0,0.83,4.33,1,7.67
80,1,196,38,2,7,0,2.3,0,0,0,0,0,5.43,3.5,6.2
78,2,18,-5,0,3,0,3,0,0,0,0,0.67,0,0,0
80,4,57,-1,0,3,0,3,0,0,0,1,0,-0.33,5,1
80,1,167,15,1,6,0,3,0,0,0,0,0.17,2.5,-1,4.25
82,4,53,82,6,8,8,1.1,0,1,0,0,0.63,10.25,10.33,10.2
84,4,598,75,4,15,0,3,0,0,0,0,0.07,5.33,5.33,0
75,1,320,56,3,9,3,2.3,1,0,0,0,0.11,6.22,7.6,6
73,4,17,21,0,2,0,2,0,0,0,1,0,10.5,0,10.5
67,4,18,-2,0,2,0,2,0,0,0,1,0,-1,-1,0
64,2,11,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
37,1,175,13,1,7,0,3.5,0,0,0,0,0.14,1.86,3.25,0
68,1,55,7,0,3,0,3,0,0,0,0,0.67,2.33,0,2.33
61,4,133,6,1,5,0,2.5,0,0,0,0,0.4,1.2,0,6.33
61,4,124,12,1,5,0,2.5,0,0,1,0,0.6,10.6,18.5,4
55,3,351,30,2,11,3,3.7,1,0,0,0,0.27,1.36,2,1.5
53,2,230,22,1,7,3,3.5,1,0,0,0,0,3.86,0.75,12
83,1,59,1,0,3,0,3,0,0,1,0,0.67,7.67,1,11
78,4,91,9,0,3,0,3,0,0,0,0,0,3,2,3.5
67,4,102,18,1,5,0,2.5,0,0,0,0,0.2,3.8,3.17,0
31,4,6,31,1,1,7,0.5,0,1,0,0,0,31,0,31
71,1,292,36,2,9,0,3,0,0,0,0,0.22,4,3.67,3.5
87,1,132,14,1,4,0,2,0,0,0,0,0.25,3.5,6,6
76,3,440,76,6,15,0,2.1,0,1,0,0,0.13,5.07,5,5.11
59,1,338,27,2,10,0,3.3,0,0,0,0,0.3,2.7,2.6,2.8
74,2,138,3,0,3,0,3,0,0,0,0,0,14.67,0,14.67
50,2,23,17,1,4,0,2,0,0,0,0,0,4.25,0,5.67
98,3,50,-2,0,3,0,3,0,0,0,0,0,-0.67,3,0
45,1,121,19,1,5,0,2.5,0,0,0,0,0.2,3.8,7,2.5
66,3,148,17,2,7,0,2.3,0,0,0,0,0.43,4.57,11,3.5
74,2,67,-3,0,3,0,3,0,0,0,0,0,-1,2.5,0
80,1,170,28,3,8,0,2,0,0,0,1,0.13,4.13,7.67,4.25
67,2,187,34,3,6,0,1.5,0,0,0,1,0.33,4.83,4.83,0
59,2,80,5,0,3,0,3,0,0,0,0,0.33,1.67,3,1
96,2,1,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
76,3,514,76,7,13,7,1.6,0,1,0,0,0.08,5.62,3.7,9
98,3,125,98,3,4,7,1,0,1,0,0,0,16.5,3,20
78,1,69,2,0,3,0,3,0,0,0,0,0.33,0.67,2,0
75,1,173,7,1,5,0,2.5,0,0,1,0,0.2,3.2,0.33,7.5
54,1,88,4,0,3,0,3,0,0,0,0,0,1.33,-1,2.5
79,1,68,2,0,3,0,3,0,0,1,0,1,3.33,2,4
75,1,156,42,1,6,3,3,1,0,0,0,0.5,7,13.5,5
61,2,28,7,0,3,0,3,0,0,0,0,0.33,0.33,0,2.33
99,1,169,34,2,7,0,2.3,0,0,0,0,0.29,4.86,4.5,5
55,1,66,-5,0,3,0,3,0,0,0,0,0.67,-1.67,2,0
62,4,121,62,4,6,7,1.2,0,1,0,0,0.67,10.33,0,10.33
76,2,79,2,0,3,0,3,0,0,1,0,0,2.67,1,6
67,2,42,6,0,3,0,3,0,0,0,0,0,2,6,0
86,2,11,86,1,1,7,0.5,0,1,0,0,0,86,0,86
43,4,116,-2,0,3,0,3,0,0,0,0,0,-0.67,-0.67,0
12,2,2,0,0,1,3,1,1,0,0,0,0,0,0,0
80,3,360,80,6,12,7,1.7,0,1,0,0,0.42,6.33,4.33,6.25
13,3,6,13,1,1,7,0.5,0,1,0,0,0,26,13,0
80,3,116,3,0,3,0,3,0,0,0,0,0.33,26.67,0,27.67
77,3,107,-1,0,3,0,3,0,0,0,0,0.33,-0.33,4,0
62,3,104,28,2,4,0,1.3,0,0,0,1,0,7,3,15.5
63,4,13,-2,0,1,0,1,0,0,0,0,0,13,5,8
67,2,40,18,2,4,0,1.3,0,0,0,0,0,3.25,0,2.6
91,2,104,17,1,4,0,2,0,0,0,0,0.25,4.25,8.5,0
84,2,124,-5,0,3,0,3,0,0,0,0,0,0,0,0
58,1,160,52,2,5,0,1.7,0,0,1,0,0.4,11.4,15.67,5
85,4,65,6,0,3,0,3,0,0,0,0,0,2,0,2
80,1,200,12,1,6,0,3,0,0,0,0,0.17,11.67,5.5,11.8
54,4,117,10,1,4,0,2,0,0,0,0,0.75,2.5,5,6.5
80,4,114,55,4,8,3,1.6,1,0,0,0,0.38,6.88,6,9.25
86,1,308,69,5,11,3,1.8,1,0,0,0,0.27,5.82,6.25,5.57
81,1,275,27,2,8,0,2.7,0,0,0,0,0,3.38,2.75,4
42,1,108,42,3,4,7,1,0,1,0,0,0,9.5,3,16
74,1,329,74,5,12,7,2,0,1,0,0,0.17,6.58,5,7.71
80,2,285,80,5,10,7,1.7,0,1,0,0,0.2,8.5,10.75,6
73,1,135,73,4,4,7,0.8,0,1,0,0,0,9,10,5.33
73,3,249,73,4,9,7,1.8,0,1,0,0,0,8.11,9.4,6.5
80,4,164,35,1,4,0,2,0,0,0,0,0.25,13.5,7.67,15.5
76,2,225,26,3,6,0,1.5,0,0,0,0,0.17,4.33,4,11.5
84,2,112,13,1,4,0,2,0,0,0,0,0,3.25,3,10
32,2,100,32,2,4,7,1.3,0,1,0,0,0,8,8,0
61,3,88,8,0,4,0,4,0,0,0,0,0.25,2,0.5,3.5
62,1,188,62,3,6,7,1.5,0,1,0,0,0.17,10.33,8,15
54,2,79,38,3,5,0,1.3,0,0,1,0,0,7.2,0,7.2
54,4,138,33,2,6,0,2,0,0,1,0,0.5,9.83,0,9.83
64,3,200,29,2,6,0,2,0,0,0,1,0,4.83,5,4
80,2,61,80,4,7,7,1.4,0,1,0,0,0.29,9.57,5,7.13
66,4,127,66,3,4,7,1,0,1,0,0,0.5,16.5,0,16.5
80,4,72,8,0,3,0,3,0,0,0,0,0.67,18.33,7,20.5
78,1,133,9,0,3,0,3,0,0,0,0,0,3,3,0
79,4,88,50,2,8,3,2.7,1,0,0,0,0,6.25,0,7.14
66,1,136,13,1,5,0,2.5,0,0,0,0,0,3.8,1,5.67
70,1,311,70,5,11,7,1.8,0,1,0,0,0.18,6.36,1,8.38
80,1,136,-4,0,3,0,3,0,0,0,0,0,-1.33,-3.5,3
68,4,100,20,1,5,0,2.5,0,0,0,0,0.4,4,0,7
47,2,79,25,2,9,3,3,1,0,0,0,0.44,2.78,2,3.29
57,1,87,4,0,3,0,3,0,0,0,0,0,-0.33,2,0
45,3,203,16,1,7,3,3.5,1,0,0,0,0,2.29,3.25,1.5
88,1,140,13,1,6,0,3,0,0,0,0,0.17,2.17,2,2.2
75,3,416,74,4,13,0,2.6,0,0,1,0,0,5.92,3.33,9.4
65,3,210,65,4,7,7,1.4,0,1,0,0,0.14,9.29,5,10
80,1,326,18,3,9,0,2.3,0,0,0,0,0.11,3.67,0.33,15.67
76,3,50,6,0,2,0,2,0,0,1,0,0.5,5,6,4
86,3,100,6,0,3,0,3,0,0,0,0,0.33,2,3,0
64,3,256,64,3,7,7,1.8,0,1,0,0,0,9.14,8.8,10
86,2,37,8,0,1,0,1,0,0,0,0,0,8,8,0
26,2,4,0,0,1,3,1,1,0,0,0,0,0,0,0
61,3,234,61,5,8,7,1.3,0,1,0,0,0.25,7.13,8.8,3.25
87,1,319,51,3,10,0,2.5,0,0,0,0,0.2,5.1,3,7.2
56,2,193,56,4,9,7,1.8,0,1,0,0,0.11,4.22,-0.5,5.57
69,1,56,0,0,3,0,3,0,0,0,0,0.33,0,0,0
67,1,218,31,2,7,0,2.3,0,0,1,0,0.43,3.86,1.25,5.5
80,1,252,80,4,11,7,2.2,0,1,0,0,0.36,7.27,4.4,9.67
73,2,340,73,8,10,7,1.1,0,1,0,0,0.2,6.2,6,4.33
92,4,97,3,0,3,0,3,0,0,0,0,0,1,2,0.5
74,2,61,2,0,3,0,3,0,0,0,0,0,8.33,13,6.5
70,1,43,4,0,3,0,3,0,0,0,0,0.33,1.33,4,0
68,4,64,68,2,3,7,1,0,1,0,0,0.67,22.67,0,22.67
15,1,107,-10,0,4,3,4,1,0,0,0,0.25,-2.5,0,4
68,1,125,8,0,3,0,3,0,0,0,0,0.33,7.33,3,13
80,1,195,30,2,6,0,2,0,0,0,0,0.17,5,6,4
55,4,67,55,3,3,7,0.8,0,1,0,0,0,18.33,0,18.33
77,1,137,-1,0,3,0,3,0,0,0,0,0,2.33,2,1
26,1,121,26,3,4,7,1,0,1,0,0,0,6.5,7.67,3
72,3,253,72,5,9,7,1.5,0,1,0,0,0.22,8.22,3.4,9.5
75,1,377,39,4,11,0,2.2,0,0,0,0,0.45,3.91,2.5,5.67
21,3,201,21,2,6,7,2,0,1,0,0,0.17,3.5,0.5,5
80,4,11,80,1,1,0,0.5,0,1,0,0,0,80,0,80
80,4,134,8,0,3,0,3,0,0,0,0,1,8,2,5
74,4,172,35,2,8,0,2.7,0,0,0,0,0.13,3.75,1,3.63
62,2,71,7,0,3,0,3,0,0,0,0,0,2.33,1,3
88,1,105,3,0,3,0,3,0,0,0,0,0,1,0,1.5
90,2,62,9,0,3,0,3,0,0,0,0,0,3.67,3.67,0
85,4,78,58,3,7,0,1.8,0,0,0,0,0,4.57,0,5.71
93,2,2,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
54,1,140,8,0,3,0,3,0,0,0,0,0.33,2.67,2,3
74,1,189,12,1,4,0,2,0,0,0,0,0.25,4.25,6.5,11
77,3,166,45,3,8,3,2,1,0,0,0,0.38,5.63,12.5,4
56,3,191,12,1,6,0,3,0,0,0,0,0.17,1.17,1,1.25
62,2,66,21,1,6,0,3,0,0,0,0,0,3.5,5,3.2
20,4,57,20,3,4,7,1,0,1,0,0,0.25,4.25,4,4.5
77,3,154,17,1,5,0,2.5,0,0,0,0,0.2,3.4,1.33,6.5
80,1,61,3,0,3,0,3,0,0,0,0,0.33,1,3,0
93,3,366,85,5,15,3,2.5,1,0,0,0,0.33,5.67,3,7.3
93,4,147,89,4,11,3,2.2,1,0,0,0,0.09,6.55,3,7.88
85,1,115,0,0,3,0,3,0,0,0,0,0.67,0,4.5,0
79,1,18,0,0,1,0,1,0,0,1,0,0,13,0,13
36,4,71,-2,0,2,0,2,0,0,0,0,0,-1,-1,0
66,2,2,-1,0,1,0,1,0,0,0,0,0,-3,-1,0
76,1,393,76,7,13,7,1.6,0,1,0,0,0.15,5.46,4.86,5.29
73,4,151,12,1,4,0,2,0,0,0,0,0,3,3,0
76,1,213,76,3,6,7,1.5,0,1,0,0,0.17,13.5,7,16.75
74,1,373,74,7,12,7,1.5,0,1,0,0,0.25,5.25,4,6.2
62,1,94,6,0,3,0,3,0,0,0,0,0,2,2,2
60,1,127,29,1,5,3,2.5,1,0,0,0,0,5.8,1.5,13
72,3,316,71,3,12,3,3,1,0,0,0,0,5.92,3.57,11.5
70,1,261,53,3,8,0,2,0,0,0,1,0,6.63,4.6,10
70,4,241,15,2,8,0,2.7,0,0,0,0,0.13,2.88,3,2.8
90,1,407,90,6,12,7,1.7,0,1,0,0,0.08,7.5,4.71,11.4
54,1,131,17,1,5,0,2.5,0,0,0,0,0,3.4,1,4
79,4,338,59,3,10,3,2.5,1,0,0,0,0.2,4.8,2.8,4.86
80,2,31,0,0,3,0,3,0,0,0,0,1.33,0,0,0
70,3,213,29,2,8,0,2.7,0,0,0,0,0,5.13,3,5.33
80,4,180,80,2,5,7,1.7,0,1,0,0,0.2,16,2,25.33
73,3,250,73,4,8,7,1.6,0,1,0,0,0.13,9.13,5,9.71
80,2,216,42,3,8,0,2,0,0,0,0,0.13,5.25,5,5.4
98,2,260,48,3,9,0,2.3,0,0,0,0,0.22,5.33,5.8,8.67
80,2,54,13,1,5,0,2.5,0,0,0,0,0.6,4.2,8,4.29
30,4,136,-1,0,4,0,4,0,0,0,0,0.75,-0.25,-0.33,0
60,1,131,4,0,3,0,3,0,0,0,0,0.33,1.33,-0.5,5
59,2,37,59,2,3,7,1,0,1,0,0,0,19.67,4,27.5
59,2,166,53,4,10,3,2,1,0,0,0,0.1,4.8,1,5.22
86,2,543,78,5,15,3,2.5,1,0,0,0,0.13,4.2,1.25,10
80,4,129,80,6,10,7,1.4,0,1,0,0,0.3,8,2,8.67
78,3,369,78,4,11,7,2.2,0,1,0,0,0.18,7.55,6.8,12.8
95,1,246,51,3,7,0,1.8,0,0,0,0,0.14,7.14,4.33,6.17
77,3,156,32,2,7,0,2.3,0,0,0,0,0.57,4.57,5,4.4
75,2,136,73,3,8,3,2,1,0,0,0,0.38,8.75,0,11.83
80,4,122,17,1,4,0,2,0,0,0,0,0,4.25,4.25,0
15,3,60,15,1,2,7,1,0,1,0,0,0.5,7.5,0,15
80,3,227,16,1,6,0,3,0,0,0,0,0.17,2.67,3.33,9
86,2,190,14,2,6,0,2,0,0,0,0,0.17,5.67,2.67,8.67
91,2,9,0,0,1,0,1,0,0,1,0,0,26,0,13
80,2,264,40,3,9,0,2.3,0,0,0,0,0.22,5.89,11,7
98,2,157,40,2,5,0,1.7,0,0,0,0,0.4,4,2,6
91,2,31,4,0,3,0,3,0,0,0,0,0.33,1.33,4,0
74,1,437,59,4,14,3,2.8,1,0,0,0,0.29,4.86,2.8,6.78
79,3,210,25,1,6,0,3,0,0,0,0,0.17,5,2.67,5.5
78,1,96,2,0,3,0,3,0,0,0,0,0,0.67,1,0
55,2,107,36,1,3,0,1.5,0,0,0,1,0,12,28,4
79,2,276,79,5,8,7,1.3,0,1,0,0,0.25,8.25,6.67,13
75,1,96,9,0,3,0,3,0,0,0,0,0,3,1.5,6
66,2,391,66,5,11,7,1.8,0,1,0,0,0.55,6.91,6.25,9.83
85,1,195,30,1,6,0,3,0,0,0,0,0,5,1,9.25
99,1,440,94,5,13,0,2.2,0,0,1,0,0.23,9.62,2.5,11.5
72,2,5,0,0,1,0,1,0,0,0,1,0,0,0,0
48,1,62,-1,0,3,0,3,0,0,0,0,0,-0.33,-1,0
80,2,318,32,3,11,0,2.8,0,0,0,0,0.09,4.55,3.5,4
2,1,92,2,2,3,7,1,0,1,0,0,0,0.33,0.33,0
93,1,476,89,6,17,3,2.4,1,0,0,0,0.12,4.71,5.33,6.5
94,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0
25,2,123,25,2,4,7,1.3,0,1,0,0,0,6.25,3.67,14
76,4,120,18,2,6,0,2,0,0,0,0,0.33,5.67,0,6.8
72,2,432,72,5,12,7,2,0,1,0,0,0.25,6.42,4.33,8.5
54,3,109,4,0,3,0,3,0,0,0,0,0.33,3,3,3
80,4,169,80,5,9,8,1.5,0,1,0,0,0.22,8.33,0,6.82
64,4,43,10,1,5,0,2.5,0,0,1,0,0,4.4,0,7.75
97,2,134,16,1,5,0,2.5,0,0,0,0,0.4,2.2,2,2.33
80,3,74,9,0,3,0,3,0,0,0,0,0,3,3,3
80,1,150,28,2,5,0,1.7,0,0,1,0,0.2,5.2,0,8.67
55,1,83,-8,0,3,0,3,0,0,0,0,0.33,-2.67,3,0
40,2,165,5,0,4,0,4,0,0,0,0,0.5,7.75,1,10
90,2,350,57,4,13,3,2.6,1,0,0,0,0.08,4,5.83,2.83
76,2,83,27,1,4,0,2,0,0,0,0,0.25,6.75,3.5,20
59,3,152,26,2,6,3,2,1,0,0,0,0.33,4.17,1.5,5.5
93,1,560,70,5,17,3,2.8,1,0,0,0,0.29,4.41,4.17,5.89
43,2,71,20,1,5,3,2.5,1,0,0,0,0,4,0,5
79,3,106,20,1,4,0,2,0,0,0,0,0,5,14,2
48,3,109,8,0,4,0,4,0,0,0,0,0,2,0,2
80,4,48,9,0,4,0,4,0,0,0,0,0,2.25,0,2.25
76,4,94,8,0,3,0,3,0,0,0,0,0,2.67,4,0
41,3,21,3,0,2,0,2,0,0,0,1,0,1.5,1.5,0
93,1,24,0,0,1,0,1,0,0,1,0,0,30,0,30
67,4,457,54,4,12,3,2.4,1,0,0,0,0.42,5.75,5.86,7
64,1,196,64,3,6,7,1.5,0,1,0,0,0.33,9.83,9,10.67
80,1,136,-7,0,3,0,3,0,0,0,0,0.33,1.33,1.33,0
75,1,199,-1,1,5,0,2.5,0,0,0,0,0.4,-0.2,2.5,13
60,4,37,1,0,1,0,1,0,0,0,0,0,1,1,0
59,2,87,2,0,3,0,3,0,0,0,0,0.33,0.67,1,0
12,2,86,12,2,3,7,1,0,1,0,0,0.67,4,5,3.5
72,1,59,2,0,3,0,3,0,0,0,0,0,0.67,2,0
71,1,379,65,4,13,3,2.6,1,0,0,0,0.31,5.77,5.67,6.83
75,3,239,75,4,8,7,1.6,0,1,0,0,0,9.38,2.75,16
70,1,216,28,2,6,0,2,0,0,0,0,0.33,4.67,6.5,8.33
59,3,170,21,1,5,0,2.5,0,0,1,0,0.4,9.2,1,14.67
49,3,145,17,1,5,3,2.5,1,0,0,0,0.2,3.4,4.67,3
80,3,99,9,0,3,0,3,0,0,0,0,0.33,6,4.67,1.33
68,3,129,68,3,5,7,1.3,0,1,0,0,0.4,14.6,6.75,46
83,2,291,83,4,8,7,1.6,0,1,0,0,0,9.75,9.67,9.8
67,2,52,9,1,5,0,2.5,0,0,0,1,0.4,1.8,6,1.33
64,2,77,-2,0,3,0,3,0,0,0,0,0.33,-0.33,0,-0.25
80,3,336,80,5,12,7,2,0,1,0,0,0.58,7.08,5,6.5
60,2,220,-1,1,6,0,3,0,0,0,0,0.17,-0.17,2.5,3
58,2,173,58,2,6,7,2,0,1,0,0,0.17,9.67,4.5,12.25
79,2,55,79,3,5,7,1.3,0,1,0,0,0.4,15.8,10.5,19.33
73,1,88,12,1,3,0,1.5,0,0,1,0,0.33,5.33,1,7
45,1,103,-4,0,3,0,3,0,0,0,0,0.33,-1.33,0,0.5
96,1,85,4,0,3,0,3,0,0,1,0,0.33,5.67,2,7.5
27,2,42,22,1,3,0,1.5,0,0,0,0,0.33,9,0,9
44,2,189,20,1,7,3,3.5,1,0,0,0,0.43,2.86,-3,6.5
66,2,76,66,4,7,7,1.4,0,1,0,0,0.14,12,3,13
77,1,149,25,1,6,0,3,0,0,0,0,0,5,4,5.5
80,3,113,18,2,4,0,1.3,0,0,0,0,0.75,3.25,9.5,0
77,4,229,52,2,8,0,2.7,0,0,1,0,0.25,7.5,4.33,9.4
79,2,90,9,0,3,0,3,0,0,0,0,0,3,3,3
77,3,337,57,3,12,3,3,1,0,0,0,0.25,4.75,5.33,5
77,4,198,18,1,5,0,2.5,0,0,1,0,0.2,7.8,3,11
75,2,69,34,2,9,0,3,0,0,0,0,0,3.78,4,4.29
59,4,260,13,1,5,0,2.5,0,0,0,0,0,6.6,5.5,5.5
67,2,287,38,2,9,3,3,1,0,0,0,0.22,6.56,3.5,11.25
19,2,49,19,1,3,7,1.5,0,1,0,0,0,6.33,6,6.5
57,2,51,32,2,6,3,2,1,0,0,0,0.33,5.33,0,6.4
66,2,26,-3,0,2,0,2,0,0,0,0,0,-1.5,-3,0
73,3,159,14,1,5,0,2.5,0,0,0,0,0.2,2.8,6,4.5
80,2,48,9,0,3,0,3,0,0,0,0,0.33,3,0,3
65,1,280,35,3,7,0,1.8,0,0,1,0,0.29,8.57,3.2,8.8
67,2,35,67,1,2,7,1,0,1,0,0,0,38.5,38.5,0
80,2,95,3,0,3,0,3,0,0,0,0,0.67,1,0,1.5
86,2,38,9,0,2,0,2,0,0,0,0,0,9,0,4.5
80,3,221,80,3,6,7,1.5,0,1,0,0,0,27.83,2.25,52.67
95,3,205,6,1,5,0,2.5,0,0,0,0,0.2,1.2,2.5,10
49,2,16,21,1,3,3,1.5,1,0,0,0,0,7,0,10.5
80,3,288,78,4,9,0,1.8,0,0,0,0,0.33,5,1,5.25
85,3,202,35,1,5,0,2.5,0,0,0,0,0.2,7,7.25,6
67,2,317,67,6,12,7,1.7,0,1,0,0,0.08,5.58,6.17,5
69,3,71,-8,0,3,0,3,0,0,0,0,0.67,-1,-3,0
78,2,160,61,4,9,3,1.8,1,0,0,0,0.22,2.78,9,3.13
98,4,21,0,0,3,0,3,0,0,0,0,0,0,0,0
80,3,271,72,6,9,0,1.3,0,0,0,1,0.11,7.89,2,8.13
66,3,271,57,3,11,3,2.8,1,0,0,0,0.09,5.18,3,9.67
31,4,104,6,0,4,0,4,0,0,0,0,0.25,1.5,1.5,0
46,2,232,31,3,9,3,2.3,1,0,0,0,0.33,3.44,3.5,6.2
68,3,93,8,0,3,0,3,0,0,1,0,0.33,2.67,4,0
90,4,172,21,1,5,0,2.5,0,0,0,0,0.4,4.2,5,3
80,4,5,10,1,1,0,0.5,0,0,0,0,0,10,0,10
82,2,86,20,1,5,0,2.5,0,0,0,0,0,4,0,6.75
94,1,456,76,4,15,3,3,1,0,0,0,0.27,4.73,4,6.5
89,1,96,57,1,3,0,1.5,0,0,1,0,0.33,23,6,31.5
61,3,72,0,0,3,0,3,0,0,0,0,0.33,0,0,0
64,3,95,-7,0,3,0,3,0,0,0,0,0,-2.33,-3,-2
51,2,56,2,0,3,0,3,0,0,0,0,0.67,0.67,2,0
73,2,3,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
74,4,153,18,1,6,0,3,0,0,0,0,0.5,3,0,3.6
80,1,123,-11,0,3,0,3,0,0,0,0,0.67,-2,0,3
51,2,12,0,0,1,0,1,0,0,1,0,0,45,0,45
56,3,186,56,5,9,7,1.5,0,1,0,0,0.33,6.78,9.33,4.71
80,3,108,22,1,4,0,2,0,0,1,0,0.25,5,1,6.33
80,3,414,70,4,13,0,2.6,0,0,0,1,0.15,5.38,4,7
80,3,367,80,7,12,7,1.5,0,1,0,0,0.25,6.25,4.5,6.86
77,1,339,77,5,12,7,2,0,1,0,0,0.17,6.42,6.33,6.5
94,3,204,19,1,6,0,3,0,0,0,0,0,3.17,1,4.25
50,3,226,50,5,8,7,1.3,0,1,0,0,0.5,6,4.67,8.75
95,4,198,36,1,6,0,3,0,0,0,0,0,6,6,0
80,2,201,48,3,8,3,2,1,0,0,0,0.13,6,4,9
